,Scientific_Name,Common_Name,Threatened_Status,Kingdom,Class,Family,Genus,Species
127,Dermochelys coriacea,"Leatherback Turtle, Leathery Turtle, Luth",Endangered,Animalia,Reptilia,Dermochelyidae,Dermochelys,coriacea
168,Eleocharis papillosa,Dwarf Desert SpikeNarush,Vulnerable,Plantae,Liliopsida,Cyperaceae,Eleocharis,papillosa
183,Acacia undoolyana,"Undoolya Wattle, SickleNaleaf Wattle",Vulnerable,Plantae,Magnoliopsida,Fabaceae,Acacia,undoolyana
264,Ricinocarpos gloriaNamedii,Glory of the Centre,Vulnerable,Plantae,Magnoliopsida,Euphorbiaceae,Ricinocarpos,gloriaNamedii
276,Prostanthera nudula,Mount Illbilie Mintbush,Vulnerable,Plantae,Magnoliopsida,Lamiaceae,Prostanthera,nudula
311,Acacia peuce,"Waddy, Waddi, WaddyNawood, Birdsville Wattle",Vulnerable,Plantae,Magnoliopsida,Fabaceae,Acacia,peuce
403,Macrozamia macdonnellii,MacDonnell Ranges Cycad,Vulnerable,Plantae,Cycadatae,Zamiaceae,Macrozamia,macdonnellii
448,Minuria tridens,Minnie Daisy,Vulnerable,Plantae,Magnoliopsida,Asteraceae,Minuria,tridens
464,Acacia latzii,Latz's Wattle,Vulnerable,Plantae,Magnoliopsida,Fabaceae,Acacia,latzii
476,Acacia praetermissa,a shrub,Vulnerable,Plantae,Magnoliopsida,Fabaceae,Acacia,praetermissa
519,Thryptomene wittweri,Mountain Thryptomene,Vulnerable,Plantae,Magnoliopsida,Myrtaceae,Thryptomene,wittweri
537,Acacia pickardii,Birds Nest Wattle,Vulnerable,Plantae,Magnoliopsida,Fabaceae,Acacia,pickardii
569,Actinotus schwarzii,Desert FlannelNaflower,Vulnerable,Plantae,Magnoliopsida,Apiaceae,Actinotus,schwarzii
679,Eleocharis retroflexa,a sedge,Vulnerable,Plantae,Liliopsida,Cyperaceae,Eleocharis,retroflexa
724,Zyzomys maini,"Arnhem RockNarat, Arnhem Land RockNarat, Kodjperr",Vulnerable,Animalia,Mammalia,Muridae,Zyzomys,maini
725,Zyzomys palatalis,"Carpentarian RockNarat, Aywalirroomoo",Endangered,Animalia,Mammalia,Muridae,Zyzomys,palatalis
746,Falcunculus frontatus whitei,"Crested ShrikeNatit (northern), Northern ShrikeNatit",Vulnerable,Animalia,Aves,Pachycephalidae,Falcunculus,frontatus
754,Tyto novaehollandiae kimberli,Masked Owl (northern),Vulnerable,Animalia,Aves,Tytonidae,Tyto,novaehollandiae
755,Tyto novaehollandiae melvillensis,"Tiwi Masked Owl, Tiwi Islands Masked Owl",Endangered,Animalia,Aves,Tytonidae,Tyto,novaehollandiae
838,Hoya australis subsp. oramicola,a vine,Vulnerable,Plantae,Magnoliopsida,Asclepiadaceae,Hoya,australis
908,Eremophila prostrata,Rainbow Valley Fuchsia Bush,Vulnerable,Plantae,Magnoliopsida,Scrophulariaceae,Eremophila,prostrata
930,Natator depressus,Flatback Turtle,Vulnerable,Animalia,Reptilia,Cheloniidae,Natator,depressus
935,Pezoporus occidentalis,Night Parrot,Endangered,Animalia,Aves,Psittacidae,Pezoporus,occidentalis
943,Pristis pristis,"Freshwater Sawfish, Largetooth Sawfish, River Sawfish, Leichhardt's Sawfish, Northern Sawfish",Vulnerable,Animalia,Chondrichthyes,Pristidae,Pristis,pristis
946,Typhonium jonesii,a herb,Endangered,Plantae,Liliopsida,Araceae,Typhonium,jonesii
966,Geophaps smithii smithii,Partridge Pigeon (eastern),Vulnerable,Animalia,Aves,Columbidae,Geophaps,smithii
967,Malurus coronatus coronatus,PurpleNacrowned FairyNawren (western),Endangered,Animalia,Aves,Maluridae,Malurus,coronatus
986,Carcharodon carcharias,"White Shark, Great White Shark",Vulnerable,Animalia,Chondrichthyes,Lamnidae,Carcharodon,carcharias
1046,Boronia quadrilata,a shrub,Vulnerable,Plantae,Magnoliopsida,Rutaceae,Boronia,quadrilata
1047,Boronia viridiflora,a shrub,Vulnerable,Plantae,Magnoliopsida,Rutaceae,Boronia,viridiflora
1082,Livistona mariae subsp. mariae,"Central Australian Cabbage Palm, Red Cabbage Palm",Endangered,Plantae,Liliopsida,Arecaceae,Livistona,mariae
1123,Hibiscus brennanii,a shrub,Vulnerable,Plantae,Magnoliopsida,Malvaceae,Hibiscus,brennanii
1138,Typhonium taylori,a herb,Endangered,Plantae,Liliopsida,Araceae,Typhonium,taylori
1155,Petrogale lateralis MacDonnell Ranges race,"Warru, BlackNafooted RockNawallaby (MacDonnell Ranges race)",Vulnerable,Animalia,Mammalia,Macropodidae,Petrogale,lateralis
1159,Lagorchestes hirsutus hirsutus,"Rufous HareNawallaby (southNawestern), Woorap",Extinct,Animalia,Mammalia,Macropodidae,Lagorchestes,hirsutus
1161,Bettongia lesueur graii,"Boodie (inland), Burrowing Bettong (inland)",Extinct,Animalia,Mammalia,Potoroidae,Bettongia,lesueur
1162,Bettongia penicillata penicillata,"BrushNatailed Bettong (central and southNaeast), BrushNatailed Bettong (southNaeast mainland)",Extinct,Animalia,Mammalia,Potoroidae,Bettongia,penicillata
1168,Isoodon auratus auratus,Golden Bandicoot (mainland),Vulnerable,Animalia,Mammalia,Peramelidae,Isoodon,auratus
1177,Rhincodon typus,Whale Shark,Vulnerable,Animalia,Chondrichthyes,Rhincodontidae,Rhincodon,typus
1208,Saccolaimus saccolaimus nudicluniatus,"BareNarumped SheathNatailed Bat, BareNarumped Sheathtail Bat",Vulnerable,Animalia,Mammalia,Emballonuridae,Saccolaimus,saccolaimus
1221,Epthianura crocea tunneyi,"Alligator Rivers Yellow Chat, Yellow Chat (Alligator Rivers)",Endangered,Animalia,Aves,Meliphagidae,Epthianura,crocea
1223,Melanodryas cucullata melvillensis,"Tiwi Islands Hooded Robin, Hooded Robin (Tiwi Islands)",Critically Endangered,Animalia,Aves,Petroicidae,Melanodryas,cucullata
1232,Elseya lavarackorum,Gulf Snapping Turtle,Endangered,Animalia,Reptilia,Chelidae,Elseya,lavarackorum
1251,Pristis zijsron,"Green Sawfish, Dindagubba, Narrowsnout Sawfish",Vulnerable,Animalia,Chondrichthyes,Pristidae,Pristis,zijsron
1253,Pristis clavata,"Dwarf Sawfish, Queensland Sawfish",Vulnerable,Animalia,Chondrichthyes,Pristidae,Pristis,clavata
1287,Rostratula australis,Australian Painted Snipe,Endangered,Animalia,Aves,Rostratulidae,Rostratula,australis
1322,Mesodontrachia fitzroyana,Fitzroy Land Snail,Endangered,Animalia,Gastropoda,Camaenidae,Mesodontrachia,fitzroyana
1323,Sinumelon bednalli,Bednall's Land Snail,Endangered,Animalia,Gastropoda,Camaenidae,Sinumelon,bednalli
1324,Semotrachia euzyga,a land snail,Endangered,Animalia,Gastropoda,Camaenidae,Semotrachia,euzyga
1325,Ordtrachia septentrionalis,Rosewood Keeled Snail,Critically Endangered,Animalia,Gastropoda,Camaenidae,Ordtrachia,septentrionalis
1326,Typhonium mirabile,a herb,Endangered,Plantae,Liliopsida,Araceae,Typhonium,mirabile
1328,Mirafra javanica melvillensis,Horsfield's Bushlark (Tiwi Islands),Vulnerable,Animalia,Aves,Alaudidae,Mirafra,javanica
1341,Toechima sp. East Alligator (J.RussellNaSmith 8418),a tree,Endangered,Plantae,Magnoliopsida,Sapindaceae,Toechima,sp. East Alligator (J.RussellNaSmith 8418)
1357,Mitrella tiwiensis,a vine,Vulnerable,Plantae,Magnoliopsida,Annonaceae,Mitrella,tiwiensis
1358,Xylopia monosperma,a shrub,Endangered,Plantae,Magnoliopsida,Annonaceae,Xylopia,monosperma
1375,Glyphis glyphis,Speartooth Shark,Critically Endangered,Animalia,Chondrichthyes,Carcharhinidae,Glyphis,glyphis
1376,Glyphis garricki,"Northern River Shark, New Guinea River Shark",Endangered,Animalia,Chondrichthyes,Carcharhinidae,Glyphis,garricki
1412,Phascogale pirata,Northern BrushNatailed Phascogale,Vulnerable,Animalia,Mammalia,Dasyuridae,Phascogale,pirata
1413,Lucasium occultum,"YellowNasnouted Gecko, YellowNasnouted Ground Gecko",Endangered,Animalia,Reptilia,Diplodactylidae,Lucasium,occultum
1421,Cryptoblepharus gurrmul,Arafura SnakeNaeyed Skink,Endangered,Animalia,Reptilia,Scincidae,Cryptoblepharus,gurrmul
1423,Liopholis kintorei,"Great Desert Skink, Tjakura, Warrarna, Mulyamiji",Vulnerable,Animalia,Reptilia,Scincidae,Liopholis,kintorei
1424,Bellatorias obiri,Arnhem Land Egernia,Endangered,Animalia,Reptilia,Scincidae,Bellatorias,obiri
1426,Liopholis slateri slateri,"Slater's Skink, Floodplain Skink",Endangered,Animalia,Reptilia,Scincidae,Liopholis,slateri
1446,Acanthophis hawkei,Plains Death Adder,Vulnerable,Animalia,Reptilia,Elapidae,Acanthophis,hawkei
1456,Amytornis modestus,ThickNabilled Grasswren,Vulnerable,Animalia,Aves,Maluridae,Amytornis,modestus
1477,Sphyrna lewini,Scalloped Hammerhead,Conservation Dependent,Animalia,Chondrichthyes,Sphyrnidae,Sphyrna,lewini
1494,Stylidium ensatum,a triggerplant,Endangered,Plantae,Magnoliopsida,Stylidiaceae,Stylidium,ensatum
1496,Limosa lapponica baueri,"BarNatailed Godwit (baueri), Western Alaskan BarNatailed Godwit",Vulnerable,Animalia,Aves,Scolopacidae,Limosa,lapponica
1499,Limosa lapponica menzbieri,"Northern Siberian BarNatailed Godwit, BarNatailed Godwit (menzbieri)",Critically Endangered,Animalia,Aves,Scolopacidae,Limosa,lapponica
1511,Hipposideros inornatus,Arnhem LeafNanosed Bat,Endangered,Animalia,Mammalia,Hipposideridae,Hipposideros,inornatus
1527,Acacia equisetifolia,a shrub,Critically Endangered,Plantae,Magnoliopsida,Fabaceae,Acacia,equisetifolia
1534,Petrogale concinna concinna,Nabarlek (Victoria River District),Critically Endangered,Animalia,Mammalia,Macropodidae,Petrogale,concinna
1535,Petrogale concinna canescens,Nabarlek (Top End),Endangered,Animalia,Mammalia,Macropodidae,Petrogale,concinna
1540,Mesembriomys gouldii gouldii,"BlackNafooted TreeNarat (Kimberley and mainland Northern Territory), Djintamoonga, Manbul",Endangered,Animalia,Mammalia,Muridae,Mesembriomys,gouldii
1541,Mesembriomys gouldii melvillensis,BlackNafooted TreeNarat (Melville Island),Vulnerable,Animalia,Mammalia,Muridae,Mesembriomys,gouldii
1557,Lagorchestes hirsutus Central Australian subspecies,"Mala, Rufous HareNaWallaby (Central Australia)",Endangered,Animalia,Mammalia,Macropodidae,Lagorchestes,hirsutus
