,Scientific_Name,Common_Name,Threatened_Status,Kingdom,Class,Family,Genus,Species
1,Mirounga leonina,Southern Elephant Seal,Vulnerable,Animalia,Mammalia,Phocidae,Mirounga,leonina
2,Balaenoptera borealis,Sei Whale,Vulnerable,Animalia,Mammalia,Balaenopteridae,Balaenoptera,borealis
3,Balaenoptera musculus,Blue Whale,Endangered,Animalia,Mammalia,Balaenopteridae,Balaenoptera,musculus
4,Balaenoptera physalus,Fin Whale,Vulnerable,Animalia,Mammalia,Balaenopteridae,Balaenoptera,physalus
5,Megaptera novaeangliae,Humpback Whale,Vulnerable,Animalia,Mammalia,Balaenopteridae,Megaptera,novaeangliae
6,Eubalaena australis,Southern Right Whale,Endangered,Animalia,Mammalia,Balaenidae,Eubalaena,australis
12,Pseudomys novaehollandiae,"New Holland Mouse, Pookila",Vulnerable,Animalia,Mammalia,Muridae,Pseudomys,novaehollandiae
53,Sarcophilus harrisii,Tasmanian Devil,Endangered,Animalia,Mammalia,Dasyuridae,Sarcophilus,harrisii
61,Dasyurus viverrinus,"Eastern Quoll, Luaner",Endangered,Animalia,Mammalia,Dasyuridae,Dasyurus,viverrinus
62,Thylacinus cynocephalus,"Thylacine, Tasmanian Tiger",Extinct,Animalia,Mammalia,Thylacinidae,Thylacinus,cynocephalus
65,Pardalotus quadragintus,FortyNaspotted Pardalote,Endangered,Animalia,Aves,Pardalotidae,Pardalotus,quadragintus
76,Hirundapus caudacutus,WhiteNathroated Needletail,Vulnerable,Animalia,Aves,Apodidae,Hirundapus,caudacutus
80,Lathamus discolor,Swift Parrot,Critically Endangered,Animalia,Aves,Psittacidae,Lathamus,discolor
81,Neophema chrysogaster,OrangeNabellied Parrot,Critically Endangered,Animalia,Aves,Psittacidae,Neophema,chrysogaster
84,Numenius madagascariensis,"Eastern Curlew, Far Eastern Curlew",Critically Endangered,Animalia,Aves,Scolopacidae,Numenius,madagascariensis
85,Calidris canutus,"Red Knot, Knot",Endangered,Animalia,Aves,Scolopacidae,Calidris,canutus
86,Calidris ferruginea,Curlew Sandpiper,Critically Endangered,Animalia,Aves,Scolopacidae,Calidris,ferruginea
87,Calidris tenuirostris,Great Knot,Critically Endangered,Animalia,Aves,Scolopacidae,Calidris,tenuirostris
88,Charadrius leschenaultii,"Greater Sand Plover, Large Sand Plover",Vulnerable,Animalia,Aves,Charadriidae,Charadrius,leschenaultii
89,Charadrius mongolus,"Lesser Sand Plover, Mongolian Plover",Endangered,Animalia,Aves,Charadriidae,Charadrius,mongolus
95,Botaurus poiciloptilus,Australasian Bittern,Endangered,Animalia,Aves,Ardeidae,Botaurus,poiciloptilus
97,Pterodroma mollis,SoftNaplumaged Petrel,Vulnerable,Animalia,Aves,Procellariidae,Pterodroma,mollis
98,Halobaena caerulea,Blue Petrel,Vulnerable,Animalia,Aves,Procellariidae,Halobaena,caerulea
99,Macronectes giganteus,"Southern GiantNaPetrel, Southern Giant Petrel",Endangered,Animalia,Aves,Procellariidae,Macronectes,giganteus
100,Macronectes halli,Northern Giant Petrel,Vulnerable,Animalia,Aves,Procellariidae,Macronectes,halli
101,Phoebetria fusca,Sooty Albatross,Vulnerable,Animalia,Aves,Diomedeidae,Phoebetria,fusca
123,Caretta caretta,Loggerhead Turtle,Endangered,Animalia,Reptilia,Cheloniidae,Caretta,caretta
124,Chelonia mydas,Green Turtle,Vulnerable,Animalia,Reptilia,Cheloniidae,Chelonia,mydas
125,Eretmochelys imbricata,Hawksbill Turtle,Vulnerable,Animalia,Reptilia,Cheloniidae,Eretmochelys,imbricata
127,Dermochelys coriacea,"Leatherback Turtle, Leathery Turtle, Luth",Endangered,Animalia,Reptilia,Dermochelyidae,Dermochelys,coriacea
137,Litoria raniformis,"Growling Grass Frog, Southern Bell Frog,  Green and Golden Frog, Warty Swamp Frog, Golden Bell Frog",Vulnerable,Animalia,Amphibia,Hylidae,Litoria,raniformis
159,Hypolepis distans,Scrambling GroundNafern,Endangered,Plantae,Polypodiatae,Dennstaedtiaceae,Hypolepis,distans
167,Taraxacum cygnorum,Coast Dandelion,Vulnerable,Plantae,Magnoliopsida,Asteraceae,Taraxacum,cygnorum
197,Lomatia tasmanica,King's Lomatia,Critically Endangered,Plantae,Magnoliopsida,Proteaceae,Lomatia,tasmanica
202,Asplenium hookerianum,Maidenhair Spleenwort,Vulnerable,Plantae,Polypodiatae,Aspleniaceae,Asplenium,hookerianum
215,Euphrasia amphisysepala,Shiny Cliff Eyebright,Vulnerable,Plantae,Magnoliopsida,Scrophulariaceae,Euphrasia,amphisysepala
222,Ranunculus prasinus,"Midlands Buttercup, Tunbridge Buttercup",Endangered,Plantae,Magnoliopsida,Ranunculaceae,Ranunculus,prasinus
286,Eucalyptus morrisbyi,"Morrisby's Gum, Morrisbys Gum",Endangered,Plantae,Magnoliopsida,Myrtaceae,Eucalyptus,morrisbyi
296,Euphrasia phragmostoma,"Buftons Eyebright, Hairy Cliff Eyebright",Vulnerable,Plantae,Magnoliopsida,Scrophulariaceae,Euphrasia,phragmostoma
302,Xanthorrhoea bracteata,Shiny Grasstree,Endangered,Plantae,Liliopsida,Xanthorrhoeaceae,Xanthorrhoea,bracteata
339,Caladenia lindleyana,Lindley's SpiderNaorchid,Critically Endangered,Plantae,Liliopsida,Orchidaceae,Caladenia,lindleyana
345,Caladenia pallida,"Rosy SpiderNaorchid, Pale SpiderNaorchid, Summer SpiderNaorchid",Critically Endangered,Plantae,Liliopsida,Orchidaceae,Caladenia,pallida
353,Euphrasia semipicta,Peninsula Eyebright,Endangered,Plantae,Magnoliopsida,Scrophulariaceae,Euphrasia,semipicta
359,Diuris lanceolata,Snake Orchid,Endangered,Plantae,Liliopsida,Orchidaceae,Diuris,lanceolata
364,Epacris stuartii,"Stuart's Heath, Southport Heath",Critically Endangered,Plantae,Magnoliopsida,Epacridaceae,Epacris,stuartii
409,Caladenia brachyscapa,Short SpiderNaorchid,Extinct,Plantae,Liliopsida,Orchidaceae,Caladenia,brachyscapa
417,Prasophyllum robustum,Robust LeekNaorchid,Critically Endangered,Plantae,Liliopsida,Orchidaceae,Prasophyllum,robustum
420,Barbarea australis,"Native Wintercress, Riverbed Wintercress",Endangered,Plantae,Magnoliopsida,Brassicaceae,Barbarea,australis
422,Centrolepis pedderensis,"Pedder Centrolepis, Pedder Bristlewort",Endangered,Plantae,Liliopsida,Centrolepidaceae,Centrolepis,pedderensis
429,Senecio georgianus,Grey Groundsel,Extinct,Plantae,Magnoliopsida,Asteraceae,Senecio,georgianus
444,Acacia axillaris,"Midlands Mimosa, Midlands Wattle",Vulnerable,Plantae,Magnoliopsida,Fabaceae,Acacia,axillaris
452,Glycine latrobeana,"Clover Glycine, Purple Clover",Vulnerable,Plantae,Magnoliopsida,Fabaceae,Glycine,latrobeana
467,Tetratheca gunnii,"Shy Pinkbells, Shy Susan",Critically Endangered,Plantae,Magnoliopsida,Tremandraceae,Tetratheca,gunnii
483,Thesium australe,"Austral Toadflax, Toadflax",Vulnerable,Plantae,Magnoliopsida,Santalaceae,Thesium,australe
489,Epacris apsleyensis,Apsley Heath,Endangered,Plantae,Magnoliopsida,Epacridaceae,Epacris,apsleyensis
490,Stenanthemum pimeleoides,"Spreading Stenanthemum, Propellor Plant",Vulnerable,Plantae,Magnoliopsida,Rhamnaceae,Stenanthemum,pimeleoides
491,Pterostylis cucullata,Leafy Greenhood,Vulnerable,Plantae,Liliopsida,Orchidaceae,Pterostylis,cucullata
507,Ballantinia antipoda,Southern Shepherd's Purse,Endangered,Plantae,Magnoliopsida,Brassicaceae,Ballantinia,antipoda
510,Senecio macrocarpus,"LargeNafruit Fireweed, LargeNafruit Groundsel",Vulnerable,Plantae,Magnoliopsida,Asteraceae,Senecio,macrocarpus
517,Lepidium hyssopifolium,"Basalt PepperNacress, Peppercress, Rubble PepperNacress, Pepperweed",Endangered,Plantae,Magnoliopsida,Brassicaceae,Lepidium,hyssopifolium
530,Phebalium daviesii,"Davies' Waxflower, St Helens Waxflower",Critically Endangered,Plantae,Magnoliopsida,Rutaceae,Phebalium,daviesii
533,Caladenia caudata,Tailed SpiderNaorchid,Vulnerable,Plantae,Liliopsida,Orchidaceae,Caladenia,caudata
541,Spyridium obcordatum,Creeping Dusty Miller,Vulnerable,Plantae,Magnoliopsida,Rhamnaceae,Spyridium,obcordatum
546,Epacris barbata,"Bearded Heath, Freycinet Heath",Endangered,Plantae,Magnoliopsida,Epacridaceae,Epacris,barbata
570,Epacris grandis,"Grand Heath, Tall Heath",Endangered,Plantae,Magnoliopsida,Epacridaceae,Epacris,grandis
578,Amphibromus fluitans,"River Swamp WallabyNagrass, Floating Swamp WallabyNagrass",Vulnerable,Plantae,Liliopsida,Poaceae,Amphibromus,fluitans
590,Epacris exserta,South Esk Heath,Endangered,Plantae,Magnoliopsida,Epacridaceae,Epacris,exserta
601,Epacris virgata,"Pretty Heath, Dan Hill Heath",Endangered,Plantae,Magnoliopsida,Epacridaceae,Epacris,virgata
636,Euphrasia gibbsiae subsp. psilantherea,Swamp Eyebright,Critically Endangered,Plantae,Magnoliopsida,Scrophulariaceae,Euphrasia,gibbsiae
642,Xanthorrhoea arenaria,Sand Grasstree,Vulnerable,Plantae,Liliopsida,Xanthorrhoeaceae,Xanthorrhoea,arenaria
651,Azorella macquariensis,"Macquarie Azorella, Macquarie Cushions",Critically Endangered,Plantae,Magnoliopsida,Apiaceae,Azorella,macquariensis
656,Cassinia rugata,"Wrinkled Cassinia, Wrinkled Dollybush",Vulnerable,Plantae,Magnoliopsida,Asteraceae,Cassinia,rugata
684,Colobanthus curtisiae,Curtis' Colobanth,Vulnerable,Plantae,Magnoliopsida,Caryophyllaceae,Colobanthus,curtisiae
685,Epacris glabella,"Funnel Heath, Smooth Heath",Endangered,Plantae,Magnoliopsida,Epacridaceae,Epacris,glabella
686,Epacris limbata,"Border Heath, Bordered Heath",Critically Endangered,Plantae,Magnoliopsida,Epacridaceae,Epacris,limbata
726,Arctocephalus tropicalis,Subantarctic FurNaseal,Endangered,Animalia,Mammalia,Otariidae,Arctocephalus,tropicalis
733,Ceyx azureus diemenensis,Tasmanian Azure Kingfisher,Endangered,Animalia,Aves,Alcedinidae,Ceyx,azureus
750,Pterodroma leucoptera leucoptera,"Gould's Petrel, Australian Gould's Petrel",Endangered,Animalia,Aves,Procellariidae,Pterodroma,leucoptera
751,Cyanoramphus novaezelandiae erythrotis,"Macquarie Island RedNafronted Parakeet, RedNacrowned Parakeet (Macquarie Island)",Extinct,Animalia,Aves,Psittacidae,Cyanoramphus,novaezelandiae
756,Galaxias fontanus,Swan Galaxias,Endangered,Animalia,Actinopterygii,Galaxiidae,Galaxias,fontanus
758,Galaxias pedderensis,Pedder Galaxias,Extinct in the wild,Animalia,Actinopterygii,Galaxiidae,Galaxias,pedderensis
762,Galaxias parvus,Swamp Galaxias,Vulnerable,Animalia,Actinopterygii,Galaxiidae,Galaxias,parvus
763,Galaxias tanycephalus,Saddled Galaxias,Vulnerable,Animalia,Actinopterygii,Galaxiidae,Galaxias,tanycephalus
766,Prototroctes maraena,Australian Grayling,Vulnerable,Animalia,Actinopterygii,Retropinnidae,Prototroctes,maraena
770,Galaxias johnstoni,Clarence Galaxias,Endangered,Animalia,Actinopterygii,Galaxiidae,Galaxias,johnstoni
774,Oreixenica ptunarra,"Ptunarra Brown, Ptunarra Brown Butterfly, Ptunarra Xenica",Endangered,Animalia,Insecta,Nymphalidae,Oreixenica,ptunarra
778,Spyridium lawrencei,SmallNaleaf Spyridium,Endangered,Plantae,Magnoliopsida,Rhamnaceae,Spyridium,lawrencei
781,Boronia gunnii,"Gunn's Boronia, Cataract Gorge Boronia",Vulnerable,Plantae,Magnoliopsida,Rutaceae,Boronia,gunnii
