,Scientific_Name,Common_Name,Threatened_Status,Kingdom,Class,Family,Genus,Species
1111,Senecio psilocarpus,"Swamp Fireweed, SmoothNafruited Groundsel",Vulnerable,Plantae,Magnoliopsida,Asteraceae,Senecio,psilocarpus
1142,Diomedea dabbenena,Tristan Albatross,Endangered,Animalia,Aves,Diomedeidae,Diomedea,dabbenena
1143,Thalassarche melanophris,BlackNabrowed Albatross,Vulnerable,Animalia,Aves,Diomedeidae,Thalassarche,melanophris
1144,Thalassarche chrysostoma,GreyNaheaded Albatross,Endangered,Animalia,Aves,Diomedeidae,Thalassarche,chrysostoma
1148,Perameles bougainville bougainville,Western Barred Bandicoot (Shark Bay),Endangered,Animalia,Mammalia,Peramelidae,Perameles,bougainville
1149,Macquaria australasica,Macquarie Perch,Endangered,Animalia,Actinopterygii,Percichthyidae,Macquaria,australasica
1150,Maccullochella peelii,Murray Cod,Vulnerable,Animalia,Actinopterygii,Percichthyidae,Maccullochella,peelii
1152,Potorous tridactylus tridactylus,LongNanosed Potoroo (SE Mainland),Vulnerable,Animalia,Mammalia,Potoroidae,Potorous,tridactylus
1153,Petrogale xanthopus xanthopus,YellowNafooted RockNawallaby (SA and NSW),Vulnerable,Animalia,Mammalia,Macropodidae,Petrogale,xanthopus
1155,Petrogale lateralis MacDonnell Ranges race,"Warru, BlackNafooted RockNawallaby (MacDonnell Ranges race)",Vulnerable,Animalia,Mammalia,Macropodidae,Petrogale,lateralis
1159,Lagorchestes hirsutus hirsutus,"Rufous HareNawallaby (southNawestern), Woorap",Extinct,Animalia,Mammalia,Macropodidae,Lagorchestes,hirsutus
1160,Bettongia gaimardi gaimardi,"Eastern Bettong (mainland), Eastern RatNakangaroo",Extinct,Animalia,Mammalia,Potoroidae,Bettongia,gaimardi
1161,Bettongia lesueur graii,"Boodie (inland), Burrowing Bettong (inland)",Extinct,Animalia,Mammalia,Potoroidae,Bettongia,lesueur
1162,Bettongia penicillata penicillata,"BrushNatailed Bettong (central and southNaeast), BrushNatailed Bettong (southNaeast mainland)",Extinct,Animalia,Mammalia,Potoroidae,Bettongia,penicillata
1163,Bettongia lesueur lesueur,"Burrowing Bettong (Shark Bay), Boodie",Vulnerable,Animalia,Mammalia,Potoroidae,Bettongia,lesueur
1168,Isoodon auratus auratus,Golden Bandicoot (mainland),Vulnerable,Animalia,Mammalia,Peramelidae,Isoodon,auratus
1170,Isoodon obesulus nauticus,Southern Brown Bandicoot (Nuyts Archipelago),Vulnerable,Animalia,Mammalia,Peramelidae,Isoodon,obesulus
1178,Acacia carneorum,"Needle Wattle, Dead Finish, PurpleNawood Wattle",Vulnerable,Plantae,Magnoliopsida,Fabaceae,Acacia,carneorum
1180,Mogurnda clivicola,"Flinders Ranges Mogurnda, Flinders Ranges PurpleNaspotted Gudgeon",Vulnerable,Animalia,Actinopterygii,Eleotridae,Mogurnda,clivicola
1205,Bettongia penicillata ogilbyi,Woylie,Endangered,Animalia,Mammalia,Potoroidae,Bettongia,penicillata
1219,Amytornis barbatus barbatus,"Bulloo Grey Grasswren, Grey Grasswren (Bulloo)",Endangered,Animalia,Aves,Maluridae,Amytornis,barbatus
1220,Acanthiza iredalei rosinae,SlenderNabilled Thornbill (Gulf St Vincent),Vulnerable,Animalia,Aves,Pardalotidae,Acanthiza,iredalei
1224,Cinclosoma punctatum anachoreta,"Mt Lofty Ranges Spotted QuailNathrush, Spotted QuailNathrush (Mt Lofty Ranges)",Critically Endangered,Animalia,Aves,Psophodidae,Cinclosoma,punctatum
1227,Zoothera lunulata halmaturina,Bassian Thrush (South Australian),Vulnerable,Animalia,Aves,Muscicapidae,Zoothera,lunulata
1243,Isoodon obesulus obesulus,"Southern Brown Bandicoot (eastern), Southern Brown Bandicoot (southNaeastern)",Endangered,Animalia,Mammalia,Peramelidae,Isoodon,obesulus
1255,Galeorhinus galeus,"School Shark, Eastern School Shark, Snapper Shark, Tope, Soupfin Shark",Conservation Dependent,Animalia,Chondrichthyes,Triakidae,Galeorhinus,galeus
1270,Seriolella brama,Blue Warehou,Conservation Dependent,Animalia,Actinopterygii,Centrolophidae,Seriolella,brama
1271,Thunnus maccoyii,Southern Bluefin Tuna,Conservation Dependent,Animalia,Actinopterygii,Scombridae,Thunnus,maccoyii
1273,Dasyurus maculatus maculatus (SE mainland population),"SpotNatailed Quoll, SpottedNatail Quoll, Tiger Quoll (southeastern mainland population)",Endangered,Animalia,Mammalia,Dasyuridae,Dasyurus,maculatus
1274,Pterostylis bryophila,Hindmarsh Valley Greenhood,Critically Endangered,Plantae,Liliopsida,Orchidaceae,Pterostylis,bryophila
1276,Bidyanus bidyanus,"Silver Perch, Bidyan",Critically Endangered,Animalia,Actinopterygii,Terapontidae,Bidyanus,bidyanus
1279,Caladenia ornata,Ornate Pink Fingers,Vulnerable,Plantae,Liliopsida,Orchidaceae,Caladenia,ornata
1280,Xerochrysum palustre,"Swamp Everlasting, Swamp Paper Daisy",Vulnerable,Plantae,Magnoliopsida,Asteraceae,Xerochrysum,palustre
1287,Rostratula australis,Australian Painted Snipe,Endangered,Animalia,Aves,Rostratulidae,Rostratula,australis
1298,Lachnagrostis limitanea,"Spalding Blown Grass, Spalding Blowngrass",Endangered,Plantae,Liliopsida,Poaceae,Lachnagrostis,limitanea
1327,Calamanthus pyrrhopygius parkeri,ChestnutNarumped Heathwren (Mt Lofty Ranges),Endangered,Animalia,Aves,Acanthizidae,Calamanthus,pyrrhopygius
1329,Psophodes leucogaster leucogaster,Mallee Whipbird,Vulnerable,Animalia,Aves,Psophodidae,Psophodes,leucogaster
1338,Euastacus bispinosus,"Glenelg Spiny Freshwater Crayfish, Pricklyback",Endangered,Animalia,Malacostraca,Parastacidae,Euastacus,bispinosus
1340,Prasophyllum murfetii,Fleurieu Leek Orchid,Critically Endangered,Plantae,Liliopsida,Orchidaceae,Prasophyllum,murfetii
1342,Cassinia tegulata,Avenue Cassinia,Critically Endangered,Plantae,Magnoliopsida,Asteraceae,Cassinia,tegulata
1350,Thelymitra cyanapicata,"Blue Top SunNaorchid, DarkNatipped SunNaorchid",Critically Endangered,Plantae,Liliopsida,Orchidaceae,Thelymitra,cyanapicata
1365,Diomedea antipodensis gibsoni,Gibson's Albatross,Vulnerable,Animalia,Aves,Diomedeidae,Diomedea,antipodensis
1366,Thalassarche bulleri platei,"Northern Buller's Albatross, Pacific Albatross",Vulnerable,Animalia,Aves,Diomedeidae,Thalassarche,bulleri
1367,Notechis scutatus ater,Krefft's Tiger Snake (Flinders Ranges),Vulnerable,Animalia,Reptilia,Elapidae,Notechis,scutatus
1369,Anthochaera phrygia,Regent Honeyeater,Critically Endangered,Animalia,Aves,Meliphagidae,Anthochaera,phrygia
1379,Tecticornia flabelliformis,Bead Glasswort,Vulnerable,Plantae,Magnoliopsida,Chenopodiaceae,Tecticornia,flabelliformis
1386,Centrophorus zeehaani,"Southern Dogfish, Endeavour Dogfish, Little Gulper Shark",Conservation Dependent,Animalia,Chondrichthyes,Squalidae,Centrophorus,zeehaani
1402,Caladenia intuta,Ghost SpiderNaorchid,Critically Endangered,Plantae,Liliopsida,Orchidaceae,Caladenia,intuta
1404,Veronica derwentiana subsp. homalodonta,Mount Lofty Speedwell,Critically Endangered,Plantae,Magnoliopsida,Plantaginaceae,Veronica,derwentiana
1410,Sternula nereis nereis,Australian Fairy Tern,Vulnerable,Animalia,Aves,Laridae,Sternula,nereis
1418,Antechinus minimus maritimus,Swamp Antechinus (mainland),Vulnerable,Animalia,Mammalia,Dasyuridae,Antechinus,minimus
1423,Liopholis kintorei,"Great Desert Skink, Tjakura, Warrarna, Mulyamiji",Vulnerable,Animalia,Reptilia,Scincidae,Liopholis,kintorei
1436,Nyctophilus corbeni,"Corben's LongNaeared Bat, SouthNaeastern LongNaeared Bat",Vulnerable,Animalia,Mammalia,Vespertilionidae,Nyctophilus,corbeni
1445,Correa eburnea,Deep Creek Correa,Endangered,Plantae,Magnoliopsida,Rutaceae,Correa,eburnea
1456,Amytornis modestus,ThickNabilled Grasswren,Vulnerable,Animalia,Aves,Maluridae,Amytornis,modestus
1467,Galaxias rostratus,"Flathead Galaxias, Beaked Minnow, FlatNaheaded Galaxias, FlatNaheaded Jollytail, FlatNaheaded Minnow",Critically Endangered,Animalia,Actinopterygii,Galaxiidae,Galaxias,rostratus
1487,Pterostylis lepida,Halbury Greenhood,Endangered,Plantae,Liliopsida,Orchidaceae,Pterostylis,lepida
1488,Pterostylis mirabilis,Nodding Rufoushood,Vulnerable,Plantae,Liliopsida,Orchidaceae,Pterostylis,mirabilis
1490,Prasophyllum laxum,Lax Leek Orchid,Critically Endangered,Plantae,Liliopsida,Orchidaceae,Prasophyllum,laxum
1492,Amytornis merrotsyi merrotsyi,ShortNatailed Grasswren (Flinders Ranges),Vulnerable,Animalia,Aves,Maluridae,Amytornis,merrotsyi
1493,Amytornis merrotsyi pedleri,"Gawler Ranges ShortNatailed Grasswren, ShortNatailed Grasswren (Gawler Ranges)",Endangered,Animalia,Aves,Maluridae,Amytornis,merrotsyi
1496,Limosa lapponica baueri,"BarNatailed Godwit (baueri), Western Alaskan BarNatailed Godwit",Vulnerable,Animalia,Aves,Scolopacidae,Limosa,lapponica
1499,Limosa lapponica menzbieri,"Northern Siberian BarNatailed Godwit, BarNatailed Godwit (menzbieri)",Critically Endangered,Animalia,Aves,Scolopacidae,Limosa,lapponica
1508,Bossiaea peninsularis,Sword Bossiaea,Endangered,Plantae,Magnoliopsida,Fabaceae,Bossiaea,peninsularis
1509,Olearia arckaringensis,Arckaringa Daisy,Endangered,Plantae,Magnoliopsida,Asteraceae,Olearia,arckaringensis
1510,Pterostylis psammophila,TwoNabristle Greenhood,Critically Endangered,Plantae,Liliopsida,Orchidaceae,Pterostylis,psammophila
1533,Tachyglossus aculeatus multiaculeatus,Kangaroo Island Echidna,Endangered,Animalia,Mammalia,Tachyglossidae,Tachyglossus,aculeatus
1539,Mastacomys fuscus mordicus,"BroadNatoothed Rat (mainland), Tooarrana",Vulnerable,Animalia,Mammalia,Muridae,Mastacomys,fuscus
1543,Sminthopsis griseoventer aitkeni,Kangaroo Island Dunnart,Endangered,Animalia,Mammalia,Dasyuridae,Sminthopsis,griseoventer
1545,Miniopterus orianae bassanii,Southern BentNawing Bat,Critically Endangered,Animalia,Mammalia,Miniopteridae,Miniopterus,orianae
1546,Thelymitra hygrophila,Blue Star SunNaorchid,Critically Endangered,Plantae,Liliopsida,Orchidaceae,Thelymitra,hygrophila
1558,Perameles gunnii Victorian subspecies,Eastern Barred Bandicoot (Mainland),Endangered,Animalia,Mammalia,Peramelidae,Perameles,gunnii Victorian subspecies
1582,Diomedea epomophora,Southern Royal Albatross,Vulnerable,Animalia,Aves,Diomedeidae,Diomedea,epomophora
1583,Diomedea exulans,Wandering Albatross,Vulnerable,Animalia,Aves,Diomedeidae,Diomedea,exulans
1584,Thalassarche cauta,Shy Albatross,Endangered,Animalia,Aves,Diomedeidae,Thalassarche,cauta
1588,Notamacropus greyi,Toolache Wallaby,Extinct,Animalia,Mammalia,Macropodidae,Notamacropus,greyi
1594,Thinornis cucullatus cucullatus,"Hooded Plover (eastern), Eastern Hooded Plover",Vulnerable,Animalia,Aves,Charadriidae,Thinornis,cucullatus
